49 1800 10863
0 0     -3.326500e+02 2.620900e+02
11 68     1.093800e+02 6.975000e+01
12 68     1.302300e+02 1.106700e+02
13 68     1.035300e+02 6.533002e+01
14 68     1.277800e+02 1.066200e+02
15 68     1.322800e+02 1.142300e+02
17 68     1.362700e+02 1.242900e+02
20 68     1.341900e+02 1.196100e+02
35 68     1.394300e+02 1.290600e+02
38 68     1.465300e+02 1.398600e+02
47 68     1.504600e+02 1.453100e+02
0 69     -1.445999e+01 8.670999e+01
1 69     -5.399994e+00 8.073999e+01
2 69     -1.913000e+01 9.003000e+01
3 69     -9.579987e+00 8.400000e+01
4 69     -2.245001e+01 9.382999e+01
6 69     -2.547000e+01 9.748001e+01
7 69     -4.679993e+00 7.512000e+01
8 69     -2.922000e+01 1.020400e+02
9 69     -3.320001e+01 1.067100e+02
10 69     -5.269989e+00 6.840997e+01
11 69     -4.489990e+00 7.228003e+01
12 69     -3.835999e+01 1.144600e+02
13 69     -4.920013e+00 6.715997e+01
14 69     -3.551001e+01 1.104400e+02
15 69     -4.081000e+01 1.182200e+02
16 69     -7.450012e+00 6.257001e+01
17 69     -4.895001e+01 1.280200e+02
20 69     -4.482001e+01 1.232900e+02
22 69     -6.070007e+00 6.506000e+01
30 69     -1.101001e+01 6.039001e+01
33 69     -5.745999e+01 1.373200e+02
34 69     -1.542001e+01 5.927002e+01
35 69     -5.273999e+01 1.337100e+02
38 69     -6.203000e+01 1.444000e+02
39 69     -9.500000e+00 5.665997e+01
43 69     -1.504001e+01 5.778998e+01
45 69     -2.380005e+00 5.459003e+01
0 70     1.014400e+02 4.008002e+01
1 70     1.041500e+02 3.694000e+01
2 70     9.917999e+01 4.066998e+01
3 70     1.033900e+02 3.847998e+01
4 70     9.919000e+01 4.244000e+01
6 70     9.982999e+01 4.371997e+01
8 70     1.006200e+02 4.635999e+01
9 70     1.010800e+02 4.890002e+01
12 70     1.036600e+02 5.165997e+01
14 70     1.024300e+02 4.984003e+01
15 70     1.049000e+02 5.244000e+01
17 70     1.059100e+02 5.731000e+01
20 70     1.052500e+02 5.535999e+01
33 70     1.075100e+02 6.021997e+01
35 70     1.068000e+02 5.933002e+01
38 70     1.088500e+02 6.348999e+01
47 70     1.106300e+02 6.500000e+01
0 71     -1.545001e+01 9.913000e+01
1 71     -6.649994e+00 9.235001e+01
3 71     -1.113000e+01 9.523001e+01
4 71     -2.381000e+01 1.061500e+02
5 71     -6.809998e+00 8.767001e+01
7 71     -5.700012e+00 8.539999e+01
9 71     -3.510001e+01 1.203500e+02
22 71     -7.040009e+00 7.471997e+01
47 71     -6.934000e+01 1.669400e+02
0 72     1.902700e+02 -4.700012e+00
1 72     1.820900e+02 -6.390015e+00
2 72     1.936300e+02 -5.080017e+00
3 72     1.866200e+02 -5.219971e+00
4 72     2.000700e+02 -4.229980e+00
5 72     1.737100e+02 -7.299988e+00
6 72     2.074700e+02 -4.119995e+00
7 72     1.658700e+02 -7.729980e+00
8 72     2.159200e+02 -2.159973e+00
9 72     2.250800e+02 -5.900269e-01
10 72     1.523200e+02 -7.849976e+00
11 72     1.592000e+02 -7.539978e+00
12 72     2.472800e+02 4.500122e-01
13 72     1.469800e+02 -7.580017e+00
14 72     2.361500e+02 -5.399780e-01
15 72     2.586400e+02 7.700195e-01
16 72     1.343900e+02 -8.309998e+00
17 72     2.854000e+02 4.380005e+00
20 72     2.711300e+02 2.619995e+00
22 72     1.402200e+02 -8.250000e+00
30 72     1.260300e+02 -8.859985e+00
33 72     3.179000e+02 5.250000e+00
34 72     1.166300e+02 -9.270020e+00
35 72     3.006200e+02 5.169983e+00
38 72     3.391800e+02 7.840027e+00
43 72     1.126000e+02 -1.040997e+01
0 73     -1.275000e+01 5.396997e+01
1 73     -4.850006e+00 5.101001e+01
2 73     -1.750000e+01 5.522998e+01
3 73     -8.309998e+00 5.190997e+01
4 73     -2.062000e+01 5.708002e+01
5 73     -5.190002e+00 4.826001e+01
6 73     -2.317001e+01 5.844000e+01
7 73     -5.420013e+00 4.773999e+01
8 73     -2.569000e+01 6.117999e+01
9 73     -2.856000e+01 6.359003e+01
10 73     -6.170013e+00 4.466998e+01
11 73     -5.489990e+00 4.682001e+01
12 73     -3.231000e+01 6.629999e+01
13 73     -5.959991e+00 4.438000e+01
14 73     -3.022000e+01 6.431000e+01
15 73     -3.429001e+01 6.738000e+01
16 73     -8.390015e+00 4.165997e+01
17 73     -3.998999e+01 7.228003e+01
20 73     -3.729999e+01 7.020001e+01
22 73     -7.130005e+00 4.291998e+01
33 73     -4.523001e+01 7.509003e+01
35 73     -4.238000e+01 7.458002e+01
38 73     -4.782001e+01 7.853998e+01
47 73     -5.029001e+01 7.954001e+01
0 74     -7.429993e+00 -2.760010e+00
1 74     -8.999634e-02 -2.429993e+00
2 74     -1.217001e+01 -3.049988e+00
3 74     -3.000000e+00 -3.210022e+00
4 74     -1.503000e+01 -2.940002e+00
5 74     -1.220001e+00 -3.940002e+00
6 74     -1.726001e+01 -3.090027e+00
7 74     -2.000000e+00 -3.140015e+00
8 74     -1.935001e+01 -2.020020e+00
9 74     -2.157999e+01 -1.409973e+00
11 74     -2.619995e+00 -2.929993e+00
12 74     -2.467001e+01 -1.619995e+00
14 74     -2.285001e+01 -1.919983e+00
15 74     -2.645999e+01 -2.080017e+00
17 74     -3.219000e+01 -5.900269e-01
20 74     -2.945999e+01 -9.799805e-01
33 74     -3.667999e+01 -8.300171e-01
35 74     -3.442001e+01 3.400269e-01
38 74     -3.914001e+01 5.800171e-01
47 74     -4.098999e+01 2.899780e-01
0 75     -3.754300e+02 1.928500e+02
1 75     -2.282100e+02 1.210600e+02
5 75     -1.909600e+02 9.916000e+01
7 75     -1.619900e+02 8.560001e+01
10 75     -1.236100e+02 6.334003e+01
11 75     -1.414200e+02 7.401001e+01
13 75     -1.096700e+02 5.662000e+01
16 75     -8.859000e+01 4.485999e+01
34 75     -8.232001e+01 3.751001e+01
0 76     2.844800e+02 2.946997e+01
1 76     2.557900e+02 2.170001e+01
2 76     3.008400e+02 3.225000e+01
3 76     2.697000e+02 2.622998e+01
5 76     2.382300e+02 1.841998e+01
10 76     1.982800e+02 1.216998e+01
11 76     2.105000e+02 1.440002e+01
13 76     1.884000e+02 1.097998e+01
16 76     1.687200e+02 7.960022e+00
22 76     1.779300e+02 9.380005e+00
30 76     1.574600e+02 6.640015e+00
0 77     1.282000e+02 -6.559998e+01
1 77     1.208700e+02 -5.954999e+01
2 77     1.320700e+02 -7.009003e+01
3 77     1.253700e+02 -6.216998e+01
0 78     3.180600e+02 3.021002e+01
1 78     2.802900e+02 2.196002e+01
2 78     3.410400e+02 3.359998e+01
3 78     2.977100e+02 2.671997e+01
5 78     2.585700e+02 1.840997e+01
7 78     2.413200e+02 1.581000e+01
0 79     2.027500e+02 2.881300e+02
1 79     1.809400e+02 2.371500e+02
2 79     2.173200e+02 3.178500e+02
3 79     1.904300e+02 2.618100e+02
4 79     2.372300e+02 3.565000e+02
5 79     1.659000e+02 2.152400e+02
6 79     2.610900e+02 4.019700e+02
7 79     1.562500e+02 1.982300e+02
8 79     2.928800e+02 4.645700e+02
9 79     3.321300e+02 5.440900e+02
10 79     1.371900e+02 1.699600e+02
11 79     1.471800e+02 1.839300e+02
13 79     1.302700e+02 1.586200e+02
16 79     1.154800e+02 1.391300e+02
30 79     1.074500e+02 1.306600e+02
34 79     9.763000e+01 1.231900e+02
43 79     9.398001e+01 1.163300e+02
45 79     1.006900e+02 1.076800e+02
0 80     -4.789001e+01 -8.634998e+01
1 80     -2.726999e+01 -7.215002e+01
2 80     -6.291000e+01 -9.632001e+01
4 80     -7.857001e+01 -1.080400e+02
6 80     -9.920999e+01 -1.236700e+02
22 80     -1.035001e+01 -5.071997e+01
0 81     -4.789001e+01 -8.634998e+01
1 81     -2.726999e+01 -7.215002e+01
3 81     -3.560001e+01 -7.939001e+01
4 81     -7.857001e+01 -1.080400e+02
5 81     -2.334000e+01 -6.903003e+01
7 81     -2.044000e+01 -6.340997e+01
10 81     -1.389999e+01 -5.696997e+01
11 81     -1.706000e+01 -5.979999e+01
13 81     -1.157001e+01 -5.314001e+01
22 81     -1.035001e+01 -5.071997e+01
0 82     2.842700e+02 4.289001e+01
1 82     2.555400e+02 3.442999e+01
2 82     3.006600e+02 4.628003e+01
3 82     2.694200e+02 3.944000e+01
5 82     2.380900e+02 3.067999e+01
7 82     2.235100e+02 2.752002e+01
0 83     -1.510800e+02 9.640015e+00
1 83     -1.201200e+02 7.309998e+00
3 83     -1.339200e+02 6.690002e+00
8 83     -2.409700e+02 2.145001e+01
9 83     -2.723400e+02 2.576001e+01
14 83     -3.091700e+02 3.003003e+01
18 83     2.542900e+02 2.612000e+01
19 83     2.909400e+02 2.483002e+01
21 83     3.650500e+02 2.026001e+01
25 83     1.399800e+02 3.287000e+01
27 83     1.809700e+02 3.002002e+01
0 84     -1.647200e+02 1.115002e+01
1 84     -1.294800e+02 8.280029e+00
2 84     -1.869000e+02 1.394000e+01
3 84     -1.450900e+02 8.289978e+00
4 84     -2.108900e+02 1.696002e+01
6 84     -2.382200e+02 1.990997e+01
8 84     -2.702800e+02 2.492999e+01
9 84     -3.102500e+02 2.972998e+01
18 84     2.145500e+02 2.734998e+01
19 84     2.533800e+02 2.579999e+01
21 84     3.317200e+02 2.126001e+01
23 84     2.930700e+02 2.415997e+01
24 84     1.758400e+02 2.991998e+01
25 84     9.272000e+01 3.421997e+01
26 84     3.693900e+02 1.996997e+01
27 84     1.361100e+02 3.119000e+01
32 84     -4.282999e+01 4.185999e+01
37 84     3.760010e+00 4.065997e+01
40 84     -1.996100e+02 5.071997e+01
44 84     -9.379999e+01 4.578003e+01
0 85     2.807100e+02 1.533002e+01
1 85     2.527800e+02 1.038000e+01
5 85     2.357600e+02 8.000000e+00
7 85     2.213100e+02 6.380005e+00
10 85     1.966200e+02 4.400024e+00
11 85     2.086400e+02 5.760010e+00
13 85     1.867900e+02 3.609985e+00
0 86     2.892600e+02 6.479980e+00
1 86     2.592100e+02 2.690002e+00
2 86     3.062800e+02 7.059998e+00
3 86     2.740300e+02 5.559998e+00
5 86     2.413100e+02 1.099976e+00
7 86     2.261500e+02 -5.999756e-02
10 86     2.003400e+02 -7.399902e-01
11 86     2.127500e+02 -2.899780e-01
13 86     1.900900e+02 -1.080017e+00
16 86     1.699700e+02 -2.570007e+00
30 86     1.586800e+02 -3.080017e+00
34 86     1.469000e+02 -4.090027e+00
0 87     3.154500e+02 1.990002e+01
1 87     2.790000e+02 1.319000e+01
2 87     3.370200e+02 2.220001e+01
4 87     3.661900e+02 2.615002e+01
0 88     3.465500e+02 4.577002e+01
1 88     3.001600e+02 3.339001e+01
2 88     3.750000e+02 5.269000e+01
7 88     2.558300e+02 2.387000e+01
10 88     2.227200e+02 1.862000e+01
13 88     2.098600e+02 1.652002e+01
22 88     1.970100e+02 1.472998e+01
0 89     3.983200e+02 4.726001e+01
1 89     3.352600e+02 3.382001e+01
3 89     3.643700e+02 4.135999e+01
5 89     3.047200e+02 2.881000e+01
7 89     2.800800e+02 2.428003e+01
11 89     2.589900e+02 2.181000e+01
0 90     2.394300e+02 8.380005e+00
1 90     2.216000e+02 4.789978e+00
2 90     2.487600e+02 8.969971e+00
3 90     2.306400e+02 6.840027e+00
4 90     2.621200e+02 1.084998e+01
6 90     2.779000e+02 1.159003e+01
0 91     3.287500e+02 3.170001e+01
1 91     2.884900e+02 2.215997e+01
2 91     3.533200e+02 3.553003e+01
3 91     3.076700e+02 2.806000e+01
4 91     3.862400e+02 4.173999e+01
5 91     2.662800e+02 1.848999e+01
7 91     2.478000e+02 1.553003e+01
10 91     2.172200e+02 1.145001e+01
11 91     2.321000e+02 1.359998e+01
13 91     2.051700e+02 1.004999e+01
0 92     3.180600e+02 3.021002e+01
1 92     2.802900e+02 2.196002e+01
2 92     3.410400e+02 3.359998e+01
3 92     2.977100e+02 2.671997e+01
5 92     2.585700e+02 1.840997e+01
7 92     2.413200e+02 1.581000e+01
0 93     3.241900e+02 2.469000e+01
1 93     2.844300e+02 1.696997e+01
10 93     2.144500e+02 8.450012e+00
0 94     2.125300e+02 2.967200e+02
1 94     1.898000e+02 2.441200e+02
3 94     1.990000e+02 2.689500e+02
5 94     1.744300e+02 2.220500e+02
0 95     3.295000e+02 5.489990e+00
1 95     2.885700e+02 9.799805e-01
3 95     3.083700e+02 4.109985e+00
5 95     2.662200e+02 -8.499756e-01
13 95     2.046800e+02 -3.669983e+00
0 96     -3.628200e+02 1.789900e+02
1 96     -2.191100e+02 1.120700e+02
3 96     -2.767500e+02 1.362200e+02
5 96     -1.831600e+02 9.145999e+01
10 96     -1.180700e+02 5.796997e+01
11 96     -1.342700e+02 6.809003e+01
36 96     2.885700e+02 1.387700e+02
42 96     3.602100e+02 1.323300e+02
0 97     1.988800e+02 2.291998e+01
1 97     1.884100e+02 1.934003e+01
2 97     2.034500e+02 2.367999e+01
3 97     1.938900e+02 2.171002e+01
4 97     2.110900e+02 2.559003e+01
5 97     1.784800e+02 1.789001e+01
6 97     2.209000e+02 2.700000e+01
7 97     1.696500e+02 1.565997e+01
8 97     2.313200e+02 3.065002e+01
9 97     2.436600e+02 3.416998e+01
12 97     2.704800e+02 3.996997e+01
14 97     2.564000e+02 3.640002e+01
15 97     2.861200e+02 4.222998e+01
20 97     3.057600e+02 4.890002e+01
0 98     -1.482900e+02 4.620001e+01
1 98     -1.189400e+02 3.885999e+01
2 98     -1.670500e+02 5.103998e+01
3 98     -1.325700e+02 4.106000e+01
4 98     -1.857700e+02 5.688000e+01
5 98     -1.115200e+02 3.402002e+01
6 98     -2.063400e+02 6.273999e+01
8 98     -2.302200e+02 7.083002e+01
9 98     -2.580300e+02 7.942001e+01
12 98     -3.243400e+02 1.002400e+02
14 98     -2.882600e+02 8.853000e+01
15 98     -3.672100e+02 1.130400e+02
18 98     2.744200e+02 8.679999e+01
19 98     3.077500e+02 8.432001e+01
21 98     3.770700e+02 7.746002e+01
23 98     3.428500e+02 8.137000e+01
24 98     2.413000e+02 9.029999e+01
25 98     1.698000e+02 9.642999e+01
27 98     2.077500e+02 9.279001e+01
0 99     2.002800e+02 2.658002e+01
1 99     1.903100e+02 2.163000e+01
2 99     2.050400e+02 2.781000e+01
3 99     1.957400e+02 2.479999e+01
4 99     2.127300e+02 3.046002e+01
5 99     1.807700e+02 1.921002e+01
6 99     2.218900e+02 3.278998e+01
8 99     2.323800e+02 3.683002e+01
9 99     2.435500e+02 4.129999e+01
12 99     2.708400e+02 4.753003e+01
14 99     2.570400e+02 4.360999e+01
15 99     2.856700e+02 5.101001e+01
17 99     3.209700e+02 6.192999e+01
0 100     -1.401400e+02 3.288000e+01
1 100     -1.119400e+02 2.725000e+01
2 100     -1.579400e+02 3.642999e+01
4 100     -1.756400e+02 4.121997e+01
6 100     -1.952600e+02 4.534998e+01
8 100     -2.174200e+02 5.197998e+01
9 100     -2.437800e+02 5.853003e+01
12 100     -3.064300e+02 7.453998e+01
14 100     -2.729300e+02 6.496997e+01
15 100     -3.468800e+02 8.357999e+01
18 100     2.908500e+02 6.584998e+01
19 100     3.246300e+02 6.417999e+01
23 100     3.597700e+02 6.085999e+01
24 100     2.567700e+02 6.902002e+01
0 101     1.914900e+02 2.297998e+01
1 101     1.833500e+02 1.883002e+01
2 101     1.954800e+02 2.390002e+01
7 101     1.662800e+02 1.510999e+01
8 101     2.194400e+02 3.178003e+01
10 101     1.525200e+02 1.290002e+01
12 101     2.518600e+02 4.063000e+01
14 101     2.398900e+02 3.746997e+01
15 101     2.650000e+02 4.359998e+01
20 101     2.771600e+02 4.782001e+01
22 101     1.401400e+02 1.087000e+01
0 102     1.110000e+02 7.648999e+01
1 102     1.125700e+02 7.038000e+01
2 102     1.096300e+02 7.878003e+01
3 102     1.119800e+02 7.357001e+01
4 102     1.107100e+02 8.195001e+01
5 102     1.083000e+02 6.665002e+01
6 102     1.120000e+02 8.517001e+01
7 102     1.051700e+02 6.459003e+01
8 102     1.136700e+02 8.956000e+01
9 102     1.149700e+02 9.391000e+01
10 102     9.787000e+01 5.994000e+01
11 102     1.016600e+02 6.242999e+01
12 102     1.191500e+02 1.004900e+02
13 102     9.519000e+01 5.809998e+01
14 102     1.172700e+02 9.672000e+01
15 102     1.210100e+02 1.035300e+02
17 102     1.243400e+02 1.128000e+02
20 102     1.226000e+02 1.085400e+02
22 102     9.114001e+01 5.540002e+01
33 102     1.290100e+02 1.200400e+02
35 102     1.269400e+02 1.170400e+02
38 102     1.321900e+02 1.265000e+02
47 102     1.353600e+02 1.311600e+02
0 103     1.689800e+02 2.215002e+01
1 103     1.642700e+02 1.884003e+01
2 103     1.704200e+02 2.270001e+01
3 103     1.671400e+02 2.102002e+01
4 103     1.744400e+02 2.458002e+01
5 103     1.572500e+02 1.685999e+01
6 103     1.795800e+02 2.571002e+01
7 103     1.511400e+02 1.583002e+01
8 103     1.852500e+02 2.869000e+01
9 103     1.912500e+02 3.128003e+01
10 103     1.397700e+02 1.431000e+01
11 103     1.454800e+02 1.548999e+01
12 103     2.056900e+02 3.465002e+01
13 103     1.352500e+02 1.381000e+01
14 103     1.986200e+02 3.256000e+01
15 103     2.131000e+02 3.647998e+01
16 103     1.244200e+02 1.178998e+01
17 103     2.288900e+02 4.252002e+01
20 103     2.205400e+02 3.991998e+01
22 103     1.296100e+02 1.258002e+01
30 103     1.166100e+02 1.059003e+01
33 103     2.484100e+02 4.781000e+01
34 103     1.081500e+02 9.500000e+00
35 103     2.382800e+02 4.534998e+01
38 103     2.613000e+02 5.265002e+01
39 103     1.076500e+02 8.960022e+00
43 103     1.046800e+02 8.340027e+00
45 103     1.119600e+02 7.409973e+00
0 104     -9.495001e+01 1.872300e+02
1 104     -7.114999e+01 1.591100e+02
2 104     -1.102200e+02 2.057900e+02
3 104     -8.260001e+01 1.710700e+02
4 104     -1.254800e+02 2.262200e+02
6 104     -1.430700e+02 2.503000e+02
9 104     -1.874500e+02 3.144400e+02
11 104     -5.584000e+01 1.284000e+02
12 104     -2.452600e+02 4.017300e+02
14 104     -2.129400e+02 3.533300e+02
15 104     -2.853800e+02 4.601600e+02
20 104     -3.439000e+02 5.462100e+02
0 105     -9.645999e+01 1.939900e+02
1 105     -7.244000e+01 1.648500e+02
2 105     -1.113600e+02 2.120400e+02
3 105     -8.397000e+01 1.772000e+02
4 105     -1.269000e+02 2.334000e+02
5 105     -6.759000e+01 1.512900e+02
6 105     -1.442100e+02 2.572900e+02
7 105     -6.175000e+01 1.422300e+02
8 105     -1.645200e+02 2.873700e+02
9 105     -1.890900e+02 3.226800e+02
10 105     -5.360999e+01 1.232300e+02
11 105     -5.707001e+01 1.331200e+02
12 105     -2.479600e+02 4.117900e+02
13 105     -4.923001e+01 1.166500e+02
14 105     -2.152000e+02 3.628100e+02
15 105     -2.883400e+02 4.716200e+02
0 106     1.731700e+02 1.292400e+02
1 106     1.669500e+02 1.157000e+02
2 106     1.752000e+02 1.353600e+02
3 106     1.696400e+02 1.228200e+02
5 106     1.588000e+02 1.088400e+02
11 106     1.467900e+02 9.935001e+01
12 106     2.194100e+02 1.952000e+02
15 106     2.292600e+02 2.051200e+02
20 106     2.392600e+02 2.201000e+02
0 107     1.286600e+02 1.474100e+02
1 107     1.269400e+02 1.334500e+02
2 107     1.297700e+02 1.549400e+02
4 107     1.320700e+02 1.634700e+02
9 107     1.437400e+02 1.953900e+02
12 107     1.567300e+02 2.182300e+02
14 107     1.502400e+02 2.056600e+02
15 107     1.633700e+02 2.309700e+02
17 107     1.757200e+02 2.629800e+02
0 108     1.725300e+02 2.233002e+01
1 108     1.683900e+02 1.738000e+01
2 108     1.744700e+02 2.288000e+01
3 108     1.703400e+02 2.062000e+01
4 108     1.785800e+02 2.485999e+01
5 108     1.606100e+02 1.594000e+01
6 108     1.841500e+02 2.631000e+01
7 108     1.543800e+02 1.469000e+01
8 108     1.901300e+02 2.944000e+01
9 108     1.967300e+02 3.234003e+01
10 108     1.425200e+02 1.244000e+01
11 108     1.484200e+02 1.392999e+01
12 108     2.117600e+02 3.626001e+01
13 108     1.411500e+02 7.760010e+00
14 108     2.045500e+02 3.400000e+01
15 108     2.195900e+02 3.821002e+01
33 108     2.572400e+02 5.053003e+01
38 108     2.707300e+02 5.504999e+01
39 108     1.113100e+02 6.070007e+00
45 108     1.147300e+02 5.059998e+00
47 108     2.859200e+02 5.964001e+01
0 109     1.397200e+02 1.145700e+02
1 109     1.367100e+02 1.032900e+02
2 109     1.405600e+02 1.198800e+02
4 109     1.433400e+02 1.268000e+02
5 109     1.301100e+02 9.754999e+01
7 109     1.256000e+02 9.312000e+01
8 109     1.519000e+02 1.430100e+02
9 109     1.570400e+02 1.521400e+02
12 109     1.706100e+02 1.699500e+02
14 109     1.641000e+02 1.606500e+02
15 109     1.777700e+02 1.796600e+02
20 109     1.842800e+02 1.916800e+02
33 109     2.083700e+02 2.318500e+02
35 109     1.990700e+02 2.178000e+02
0 110     1.055600e+02 3.464001e+01
1 110     1.076600e+02 3.216998e+01
2 110     1.037900e+02 3.529999e+01
3 110     1.069500e+02 3.329999e+01
4 110     1.040100e+02 3.666998e+01
5 110     1.038500e+02 2.998999e+01
6 110     1.046200e+02 3.731000e+01
7 110     1.004000e+02 2.925000e+01
8 110     1.058800e+02 3.952002e+01
9 110     1.068700e+02 4.165002e+01
10 110     9.428000e+01 2.723999e+01
11 110     9.770999e+01 2.890997e+01
12 110     1.104700e+02 4.403998e+01
13 110     9.195999e+01 2.671002e+01
14 110     1.089600e+02 4.281000e+01
15 110     1.120000e+02 4.478998e+01
16 110     8.509000e+01 2.469000e+01
17 110     1.134900e+02 4.714001e+01
20 110     1.125900e+02 4.694000e+01
30 110     7.917001e+01 2.309003e+01
33 110     1.172200e+02 5.403998e+01
34 110     7.210999e+01 2.233002e+01
35 110     1.147800e+02 4.863000e+01
38 110     1.196300e+02 5.835999e+01
39 110     7.409000e+01 2.220001e+01
43 110     6.957999e+01 2.082001e+01
45 110     7.948999e+01 2.103003e+01
47 110     1.224600e+02 6.002002e+01
0 111     1.315000e+02 1.323900e+02
1 111     1.300900e+02 1.192300e+02
2 111     1.322100e+02 1.382900e+02
3 111     1.304800e+02 1.258500e+02
4 111     1.345800e+02 1.461600e+02
5 111     1.229500e+02 1.126200e+02
6 111     1.383500e+02 1.538400e+02
7 111     1.187300e+02 1.075300e+02
8 111     1.417200e+02 1.634700e+02
9 111     1.461200e+02 1.740900e+02
10 111     1.096000e+02 9.754999e+01
11 111     1.142300e+02 1.029500e+02
12 111     1.581100e+02 1.936400e+02
13 111     1.064100e+02 9.395001e+01
14 111     1.524100e+02 1.832200e+02
15 111     1.641000e+02 2.043500e+02
16 111     9.764001e+01 8.572000e+01
17 111     1.761700e+02 2.320000e+02
20 111     1.699500e+02 2.181600e+02
22 111     1.020000e+02 8.947000e+01
30 111     9.101999e+01 8.189001e+01
33 111     1.905700e+02 2.613900e+02
34 111     8.348999e+01 7.851001e+01
35 111     1.833600e+02 2.467700e+02
39 111     8.391000e+01 7.401001e+01
